Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2025-03-14 16:26:55.268 +0530,"Success",0:00:00,0,0,0,"20250314_162655.268/LogFile.txt","","",1
2025-03-14 16:53:30.928 +0530,"Success",0:00:01,0,0,0,"20250314_165330.928/LogFile.txt","","",1
2025-03-17 15:15:57.193 +0530,"Success",0:00:01,0,0,0,"20250317_151557.193/LogFile.txt","","",1
